Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytext.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,test_textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,1,1,0,,,c_s_,Case,old,case,[np.float64(0.04)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.1463659000000916],['submit_text'],,,,,0,1,1,5,114.3685678000038,,,,,,,,114.3568893999909,114.3685678000038,114.3685678000038,114.3685678000038,0.002324299974134192,117.50345670001116,case,[np.float64(0.04)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.1463659000000916],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,2,2,0,,,_a_bl_,Marble,old,marble,[np.float64(-0.03333333333333333)],[np.float64(-0.30333333333333334)],[1],[0],[0],[2.7451302999979816],['submit_text'],,,,,0,2,2,11,117.51826620000065,,,,,,,,117.50677410000935,117.51826620000065,117.51826620000065,117.51826620000065,0.0032392000139225274,120.25210579999839,marble,[np.float64(-0.03333333333333333)],[np.float64(-0.30333333333333334)],[1],[0],[0],[2.7451302999979816],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,3,3,0,,,_ho_e,Phone,old,choke,[np.float64(-0.0575)],[np.float64(-0.29583333333333334)],[1],[0],[0],[6.682139200012898],['submit_text'],,,,,0,3,3,12,120.26912710000761,,,,,,,,120.25448740000138,120.26912710000761,120.26912710000761,120.26912710000761,0.0023218999849632382,126.9369013000105,choke,[np.float64(-0.0575)],[np.float64(-0.29583333333333334)],[1],[0],[0],[6.682139200012898],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,4,4,0,,,_oo_,Book,old,book,[np.float64(-0.04833333333333333)],[np.float64(-0.2941666666666667)],[1],[0],[0],[5.013210500008427],['submit_text'],,,,,0,4,4,13,126.95133599999826,,,,,,,,126.9399790999887,126.95133599999826,126.95133599999826,126.95133599999826,0.0029544999997597188,131.95344650000334,book,[np.float64(-0.04833333333333333)],[np.float64(-0.2941666666666667)],[1],[0],[0],[5.013210500008427],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,5,5,0,,,T_hi_t,Tshirt,old,Tshirt,[np.float64(-0.09333333333333334)],[np.float64(-0.2941666666666667)],[1],[0],[0],[5.114627200004179],['submit_text'],,,,,0,5,5,2,131.96768239999074,,,,,,,,131.95663140001125,131.96768239999074,131.96768239999074,131.96768239999074,0.0031104999943636358,137.0715016000031,Tshirt,[np.float64(-0.09333333333333334)],[np.float64(-0.2941666666666667)],[1],[0],[0],[5.114627200004179],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,6,6,0,,,P_li_e,Police,old,police,[np.float64(-0.08833333333333333)],[np.float64(-0.30416666666666664)],[1],[0],[0],[4.861215500015533],['submit_text'],,,,,0,6,6,7,137.0866617000138,,,,,,,,137.0740858000063,137.0866617000138,137.0866617000138,137.0866617000138,0.002494300017133355,141.93556360001094,police,[np.float64(-0.08833333333333333)],[np.float64(-0.30416666666666664)],[1],[0],[0],[4.861215500015533],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,7,7,0,,,_o_rd,Board,old,,[np.float64(0.016666666666666666)],[np.float64(-0.2783333333333333)],[1],[0],[0],[20.762554499990074],['submit_text'],,,,,0,7,7,10,141.9505843000079,,,,,,,,141.93845770001644,141.9505843000079,141.9505843000079,141.9505843000079,0.0027647000097204,162.70126520001213,,[np.float64(0.016666666666666666)],[np.float64(-0.2783333333333333)],[1],[0],[0],[20.762554499990074],['submit_text'],151.9500195000146,151.9500195000146,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,8,8,0,,,P_as_tr_,Pastry,old,pastry,"[np.float64(-0.015833333333333335), np.float64(-0.019166666666666665)]","[np.float64(-0.2625), np.float64(-0.3233333333333333)]","[1, 1]","[0, 0]","[0, 0]","[8.979894499992952, 9.546538700000383]","[None, 'submit_text']",,,,,0,8,8,4,162.71600549999857,,,,,,,,162.70450310001615,162.71600549999857,162.71600549999857,162.71600549999857,0.003139700012980029,172.25130830000853,pastry,"[np.float64(-0.015833333333333335), np.float64(-0.019166666666666665)]","[np.float64(-0.2625), np.float64(-0.3233333333333333)]","[1, 1]","[0, 0]","[0, 0]","[8.979894499992952, 9.546538700000383]","[None, 'submit_text']",,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,9,9,0,,,p_nc_l,Pencil,new,pencil,[np.float64(-0.020833333333333332)],[np.float64(-0.2925)],[1],[0],[0],[3.6636599999910686],['submit_text'],,,,,0,9,9,16,172.2656801000121,,,,,,,,172.2540747000021,172.2656801000121,172.2656801000121,172.2656801000121,0.0026784999936353415,175.9180391000118,pencil,[np.float64(-0.020833333333333332)],[np.float64(-0.2925)],[1],[0],[0],[3.6636599999910686],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,10,10,0,,,l_pt_p,Laptop,old,laptop,[np.float64(-0.028333333333333332)],[np.float64(-0.31333333333333335)],[1],[0],[0],[2.995167200017022],['submit_text'],,,,,0,10,10,0,175.93203429999994,,,,,,,,175.92222649999894,175.93203429999994,175.93203429999994,175.93203429999994,0.0040892999968491495,178.91766999999527,laptop,[np.float64(-0.028333333333333332)],[np.float64(-0.31333333333333335)],[1],[0],[0],[2.995167200017022],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,11,11,0,,,ta_l_,Table,new,table,[np.float64(-0.025833333333333333)],[np.float64(-0.2833333333333333)],[1],[0],[0],[3.164825900021242],['submit_text'],,,,,0,11,11,15,178.9320000000007,,,,,,,,178.92148240000824,178.9320000000007,178.9320000000007,178.9320000000007,0.0037370999925769866,182.086742399988,table,[np.float64(-0.025833333333333333)],[np.float64(-0.2833333333333333)],[1],[0],[0],[3.164825900021242],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,12,12,0,,,c_s_io_,Cushion,old,cushion,[np.float64(-0.09416666666666666)],[np.float64(-0.295)],[1],[0],[0],[6.791120699985186],['submit_text'],,,,,0,12,12,14,182.10012250000727,,,,,,,,182.0917735999974,182.10012250000727,182.10012250000727,182.10012250000727,0.004862000001594424,188.88320209999802,cushion,[np.float64(-0.09416666666666666)],[np.float64(-0.295)],[1],[0],[0],[6.791120699985186],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,13,13,0,,,P_st_r,Poster,old,pastry,[np.float64(-0.08583333333333333)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.9796706000051927],['submit_text'],,,,,0,13,13,9,188.89822579998872,,,,,,,,188.8863718000066,188.89822579998872,188.89822579998872,188.89822579998872,0.0031394999823533,191.86642539998866,pastry,[np.float64(-0.08583333333333333)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.9796706000051927],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,14,14,0,,,_ha_t,Chart,old,chart,"[np.float64(-0.09916666666666667), np.float64(-0.08083333333333333)]","[np.float64(-0.3375), np.float64(-0.31)]","[1, 1]","[0, 0]","[0, 0]","[2.713998499995796, 3.3964247000112664]","[None, 'submit_text']",,,,,0,14,14,1,191.88138520001667,,,,,,,,191.86970919999294,191.88138520001667,191.88138520001667,191.88138520001667,0.003175199992256239,195.26646489999257,chart,"[np.float64(-0.09916666666666667), np.float64(-0.08083333333333333)]","[np.float64(-0.3375), np.float64(-0.31)]","[1, 1]","[0, 0]","[0, 0]","[2.713998499995796, 3.3964247000112664]","[None, 'submit_text']",,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,15,15,0,,,K_y_,Keys,old,keys,[np.float64(-0.08333333333333333)],[np.float64(-0.31)],[1],[0],[0],[4.263571799994679],['submit_text'],,,,,0,15,15,8,195.281290599989,,,,,,,,195.26882319999277,195.281290599989,195.281290599989,195.281290599989,0.00222389999544248,199.53267240000423,keys,[np.float64(-0.08333333333333333)],[np.float64(-0.31)],[1],[0],[0],[4.263571799994679],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,16,16,0,,,c_m_ra,Camera,new,camera,[np.float64(-0.08333333333333333)],[np.float64(-0.31)],[1],[0],[0],[3.1128373999963515],['submit_text'],,,,,0,16,16,19,199.54772870001034,,,,,,,,199.53509459999623,199.54772870001034,199.54772870001034,199.54772870001034,0.002349700022023171,202.64819310000166,camera,[np.float64(-0.08333333333333333)],[np.float64(-0.31)],[1],[0],[0],[3.1128373999963515],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,17,17,0,,,_ru_is_,Cruise,old,cruise,[np.float64(0.005833333333333334)],[np.float64(-0.3)],[1],[0],[0],[4.831848100002389],['submit_text'],,,,,0,17,17,6,202.66433659999166,,,,,,,,202.6509334000002,202.66433659999166,202.66433659999166,202.66433659999166,0.00267129999701865,207.4831189000106,cruise,[np.float64(0.005833333333333334)],[np.float64(-0.3)],[1],[0],[0],[4.831848100002389],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,18,18,0,,,_ou_se,mouse,old,mouse,[np.float64(0.0016666666666666668)],[np.float64(-0.29083333333333333)],[1],[0],[0],[7.194995800004108],['submit_text'],,,,,0,18,18,3,207.49732799999765,,,,,,,,207.4863883999933,207.49732799999765,207.49732799999765,207.49732799999765,0.003157399973133579,214.68168650000007,mouse,[np.float64(0.0016666666666666668)],[np.float64(-0.29083333333333333)],[1],[0],[0],[7.194995800004108],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,19,19,0,,,v_s_,Vase,new,vase,[np.float64(0.021666666666666667)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.579798299993854],['submit_text'],,,,,0,19,19,17,214.6969517999969,,,,,,,,214.6855968000018,214.6969517999969,214.6969517999969,214.6969517999969,0.0038166000158526003,218.26568670000415,vase,[np.float64(0.021666666666666667)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.579798299993854],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,20,0,1,,,l_pt_p,Laptop,old,laptop,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.313151700014714],['submit_text'],,,,,1,0,20,0,218.28012440001476,,,,,,,,218.2681322999997,218.28012440001476,218.28012440001476,218.28012440001476,0.0023461999953724444,222.58155740000075,laptop,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.313151700014714],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,21,1,1,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.2976823000062723],['submit_text'],,,,,1,1,21,2,222.59662359999493,,,,,,,,222.58396590000484,222.59662359999493,222.59662359999493,222.59662359999493,0.0023376000171992928,225.88222669999232,tshirt,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.2976823000062723],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,22,2,1,,,P_st_r,Poster,old,pastry,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.84260470001027],['submit_text'],,,,,1,2,22,9,225.89660680000088,,,,,,,,225.88759110000683,225.89660680000088,225.89660680000088,225.89660680000088,0.005082499992568046,229.73060270000133,pastry,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.84260470001027],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,23,3,1,,,_ru_is_,Cruise,old,crusie,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.04970420000609],['submit_text'],,,,,1,3,23,6,229.74665980000282,,,,,,,,229.7333925999992,229.74665980000282,229.74665980000282,229.74665980000282,0.0026978999958373606,232.78351919999113,crusie,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.04970420000609],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,24,4,1,,,P_li_e,Police,old,police,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.8791932000021916],['submit_text'],,,,,1,4,24,7,232.7971705000091,,,,,,,,232.78759409999475,232.7971705000091,232.7971705000091,232.7971705000091,0.003938999987440184,235.66729680000572,police,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.8791932000021916],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,25,5,1,,,_ou_se,mouse,old,mouse,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.509737899992615],['submit_text'],,,,,1,5,25,3,235.68048020001152,,,,,,,,235.671348200005,235.68048020001152,235.68048020001152,235.68048020001152,0.003906400001142174,239.1817466999928,mouse,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.509737899992615],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,26,6,1,,,_oo_,Book,old,book,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.9608835999970324],['submit_text'],,,,,1,6,26,13,239.19603140000254,,,,,,,,239.18667550000828,239.19603140000254,239.19603140000254,239.19603140000254,0.0046818999981042,242.14827520001563,book,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.9608835999970324],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,27,7,1,,,v_s_,Vase,new,vase,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.563021600013599],['submit_text'],,,,,1,7,27,17,242.1633306000149,,,,,,,,242.15346570001566,242.1633306000149,242.1633306000149,242.1633306000149,0.0049367000174243,244.71724460000405,vase,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.563021600013599],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,28,8,1,,,ta_l_,Table,new,table,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.091765899996972],['submit_text'],,,,,1,8,28,15,244.7330925000133,,,,,,,,244.72212570000556,244.7330925000133,244.7330925000133,244.7330925000133,0.004666199994971976,248.81453259999398,table,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.091765899996972],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,29,9,1,,,_ha_t,Chart,old,chart,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.4266114000056405],['submit_text'],,,,,1,9,29,1,248.82942270001513,,,,,,,,248.8193825999915,248.82942270001513,248.82942270001513,248.82942270001513,0.004657899989979342,252.24653870001202,chart,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.4266114000056405],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,30,10,1,,,K_y_,Keys,old,keys,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.463262500008568],['submit_text'],,,,,1,10,30,8,252.26223739999114,,,,,,,,252.25095879999571,252.26223739999114,252.26223739999114,252.26223739999114,0.004264899995177984,254.71499340000446,keys,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.463262500008568],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,31,11,1,,,c_s_,Case,old,case,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.662010600004578],['submit_text'],,,,,1,11,31,5,254.73381989999325,,,,,,,,254.72071419999702,254.73381989999325,254.73381989999325,254.73381989999325,0.005459600011818111,257.3833763000148,case,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.662010600004578],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,32,12,1,,,bo_t_e,Bottle,new,bottle,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.3084784999955446],['submit_text'],,,,,1,12,32,18,257.3973954000103,,,,,,,,257.38760970000294,257.3973954000103,257.3973954000103,257.3973954000103,0.004081999999471009,260.69671570000355,bottle,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.3084784999955446],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,33,13,1,,,c_s_io_,Cushion,old,cushion,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.163899200008018],['submit_text'],,,,,1,13,33,14,260.7115760000015,,,,,,,,260.70135180000216,260.7115760000015,260.7115760000015,260.7115760000015,0.004455699992831796,263.86585130001185,cushion,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.163899200008018],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,34,14,1,,,_o_rd,Board,old,hoard,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[6.04219710000325],['submit_text'],,,,,1,14,34,10,263.8794953000033,,,,,,,,263.8702098999929,263.8794953000033,263.8794953000033,263.8794953000033,0.0041982999828178436,269.9130184999958,hoard,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[6.04219710000325],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,35,15,1,,,_ho_e,Phone,old,choke,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.8141202999977395],['submit_text'],,,,,1,15,35,12,269.92793969999184,,,,,,,,269.918000900012,269.92793969999184,269.92793969999184,269.92793969999184,0.004777599999215454,273.73277959998813,choke,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.8141202999977395],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,36,16,1,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.3427640999725554],['submit_text'],,,,,1,16,36,4,273.74695390000124,,,,,,,,273.7375648999878,273.74695390000124,273.74695390000124,273.74695390000124,0.004617099999450147,277.0809375999961,pastry,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.3427640999725554],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,37,17,1,,,p_nc_l,Pencil,new,pencil,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.828776599984849],['submit_text'],,,,,1,17,37,16,277.0949743000092,,,,,,,,277.08500359999016,277.0949743000092,277.0949743000092,277.0949743000092,0.003911799984052777,279.9143169000163,pencil,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.828776599984849],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,38,18,1,,,c_m_ra,Camera,new,camera,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.810363199998392],['submit_text'],,,,,1,18,38,19,279.92731950001325,,,,,,,,279.9179284000129,279.92731950001325,279.92731950001325,279.92731950001325,0.0034850999945774674,282.72882469999604,camera,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.810363199998392],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,39,19,1,,,_a_bl_,Marble,old,marble,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.3451518999936525],['submit_text'],,,,,1,19,39,11,282.7438332000165,,,,,,,,282.7334037999972,282.7438332000165,282.7438332000165,282.7438332000165,0.004424600017955527,287.07920949999243,marble,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.3451518999936525],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,40,0,2,,,K_y_,Keys,old,keys,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.1308319000236224],['submit_text'],,,,,2,0,40,8,287.0936908000149,,,,,,,,287.08331909999833,287.0936908000149,287.0936908000149,287.0936908000149,0.003910899977199733,290.2148661999963,keys,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.1308319000236224],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,41,1,2,,,bo_t_e,Bottle,new,bottle,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.711344100011047],['submit_text'],,,,,2,1,41,18,290.22823300000164,,,,,,,,290.2192844999954,290.22823300000164,290.22823300000164,290.22823300000164,0.004257100023096427,292.93129539999063,bottle,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.711344100011047],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,42,2,2,,,_ou_se,mouse,old,mouse,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.758251899998868],['submit_text'],,,,,2,2,42,3,292.9453891000012,,,,,,,,292.93566710001323,292.9453891000012,292.9453891000012,292.9453891000012,0.004184899997198954,295.69462419999763,mouse,[np.float64(0.0225)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.758251899998868],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
